,gmrt_in_air1,gmrt_on_paper1,max_x_extension1,max_y_extension1,paper_time1,pressure_mean1,pressure_var1,total_time1,air_time2,gmrt_in_air2,max_x_extension2,max_y_extension2,pressure_mean2,pressure_var2,total_time2,gmrt_in_air3,max_x_extension3,max_y_extension3,paper_time3,pressure_mean3,pressure_var3,total_time3,gmrt_in_air4,max_x_extension4,max_y_extension4,paper_time4,pressure_mean4,pressure_var4,total_time4,air_time5,gmrt_in_air5,max_x_extension5,max_y_extension5,pressure_mean5,pressure_var5,total_time5,gmrt_in_air6,max_x_extension6,max_y_extension6,paper_time6,pressure_mean6,pressure_var6,total_time6,gmrt_in_air7,gmrt_on_paper7,max_x_extension7,max_y_extension7,paper_time7,pressure_mean7,pressure_var7,total_time7,gmrt_in_air8,max_x_extension8,max_y_extension8,paper_time8,pressure_mean8,pressure_var8,total_time8,gmrt_in_air9,max_x_extension9,max_y_extension9,paper_time9,pressure_mean9,pressure_var9,total_time9,air_time10,gmrt_in_air10,gmrt_on_paper10,max_x_extension10,max_y_extension10,pressure_mean10,pressure_var10,total_time10,gmrt_in_air11,max_x_extension11,max_y_extension11,paper_time11,pressure_mean11,pressure_var11,total_time11,gmrt_in_air12,max_x_extension12,max_y_extension12,paper_time12,pressure_mean12,pressure_var12,total_time12,gmrt_in_air13,max_x_extension13,max_y_extension13,paper_time13,pressure_mean13,pressure_var13,total_time13,gmrt_in_air14,max_x_extension14,max_y_extension14,paper_time14,pressure_mean14,pressure_var14,total_time14,air_time15,gmrt_in_air15,max_x_extension15,max_y_extension15,pressure_mean15,pressure_var15,total_time15,air_time16,gmrt_in_air16,max_x_extension16,max_y_extension16,pressure_mean16,pressure_var16,total_time16,air_time17,gmrt_in_air17,max_x_extension17,max_y_extension17,pressure_mean17,pressure_var17,total_time17,air_time18,gmrt_in_air18,max_x_extension18,max_y_extension18,pressure_mean18,pressure_var18,total_time18,max_x_extension19,max_y_extension19,paper_time19,pressure_mean19,pressure_var19,total_time19,air_time20,gmrt_in_air20,max_x_extension20,max_y_extension20,pressure_mean20,pressure_var20,total_time20,air_time21,gmrt_in_air21,max_x_extension21,max_y_extension21,pressure_mean21,pressure_var21,total_time21,max_x_extension22,max_y_extension22,paper_time22,pressure_mean22,pressure_var22,total_time22,air_time23,gmrt_in_air23,max_x_extension23,max_y_extension23,pressure_mean23,pressure_var23,total_time23,max_x_extension24,max_y_extension24,paper_time24,pressure_mean24,pressure_var24,total_time24,air_time25,max_x_extension25,max_y_extension25,pressure_mean25,pressure_var25,total_time25,class
115,187.6643731,152.9936561,1357,7679,5620,1767.466192,99062.00686,8405,1120,201.4448275,491,5050,2039.950094,5158.704666,6430,60.15594139,4024,484,4920,2027.142276,22077.91065,5825,215.3510694,3993,4128,12320,2006.280438,56519.49238,13520,785,100.37563,2345,2460,2033.851331,10216.86542,17500,117.9373135,1933,3838,2380,1692.92437,90446.0489,22870,315.3099754,418.8843169,13104,1102,2505,1831.850299,114016.6303,5320,436.029063,2362,2813,1415,1914.830389,40648.25392,1895,580.0894371,991,3504,3230,1987.925697,24422.14309,3510,565,338.0696591,385.9338964,2530,2677,1978.732394,38253.77346,1985,220.8897869,1985,3074,1695,1915.557522,74170.82486,2420,198.1667862,1071,4873,4055,1679.256473,88384.07972,6010,509.5313267,657,4469,2090,1946.476077,31581.81402,2385,399.655746,6994,5485,4745,1899.69863,67915.76797,6735,4415,143.0273368,1868,4970,1876.724191,133264.6928,7660,1000,216.2728912,868,2635,1857.764493,112577.8974,2380,292300,490.4162474,11859,13061,1857.50026,97124.28848,301915,3280,307.1858601,1542,2492,1935.749206,53101.02599,4855,7141,10504,19080,1828.13391,158934.0101,47895,2705,202.9945113,1876,11306,1892.340818,88509.29443,8940,3860,242.1868134,9208,15555,1992.054348,86067.48572,25940,901,5417,3490,1890.620344,155876.2699,5215,4255,105.7108469,827,6411,1846.480405,196816.773,8210,3865,4028,12940,1757.948995,298230.22,26605,15795,6451,13923,1827.406753,122689.6259,47190,0
69,203.7499747,206.3591954,1427,11100,6805,1865.275533,113148.9608,12205,1735,279.0029419,1143,5649,1356.928451,225946.6725,7675,229.3824819,5350,2498,5730,1934.394415,69356.55299,6600,240.1521627,4796,4612,16695,1998.62953,49333.27006,17775,3735,41.57977542,3063,3103,1914.274141,173693.978,9845,130.1818531,1976,6050,3140,1659.904459,169586.7775,10635,323.0908621,390.8094342,13599,1209,2950,1870.747458,140915.9549,7355,190.0641527,2082,5064,3225,1883.815504,66719.00937,6945,205.860832,2373,7841,5405,1969.983349,87810.46411,9690,1250,552.9054674,371.801118,2498,4193,2004.058116,34097.32127,3745,418.2559929,2160,3403,2885,1955.036395,66018.36089,3635,450.8409342,1466,6763,2965,1939.686341,60784.68071,3875,289.0328588,723,5907,3600,1981.425,53303.4666,4620,283.1076313,5820,4023,7355,1932.052345,80663.78312,10085,17740,96.86022431,2175,10077,1381.994448,261924.8216,24945,18465,157.2748472,903,6720,1579.205479,186128.1413,22115,14370,461.8405342,12114,13335,1987.092935,56871.03546,35460,2530,177.8571959,1220,4246,1806.240385,184615.9999,4610,7342,10539,25625,1925.246829,98712.68737,61950,7130,96.23869271,1033,9165,1777.050283,129742.0729,15085,19125,276.7548177,9256,16302,1840.45355,73622.07646,56585,1530,8095,5820,1780.982818,243123.4533,22850,19530,65.31736854,1393,7039,1407.745611,189674.4949,33485,9209,10570,40335,1761.935664,198075.5688,358665,52125,3077,14955,1759.896976,244975.4121,75275,1
36,154.0948756,66.1379203,1335,9809,17060,1849.797773,172503.8999,30020,15325,175.2733485,868,4797,1758.407432,175112.7362,30665,311.9966895,4531,964,13800,1788.110145,258287.8342,19530,180.1251962,5052,5381,28500,1922.489825,105758.3257,33035,3810,193.6641898,2407,2337,1736.315516,164860.492,13445,182.4952323,1272,4171,10360,1843.069981,180370.8402,35000,127.2472551,344.7586886,12869,847,2505,1840.952096,138366.1694,21305,94.8257617,2025,3786,16690,1763.224985,274997.5237,30765,274.328988,2068,4059,8780,1988.737472,78965.1116,10085,700,247.2149235,140.5013861,1975,2028,1083.951613,62645.3525,3180,168.1073477,2408,2365,2470,1141.105263,120533.993,6355,164.3201753,537,3694,4375,1903.955429,119397.2357,5975,196.4240059,723,2766,3750,1167.728,102940.31,4815,415.8236585,3372,4374,4785,1912.292581,131982.625,40565,20305,99.58439776,1436,3341,1461.125413,276209.5618,26365,6935,100.2393465,474,2701,1596.203057,251044.8168,9225,294615,438.8301005,12140,12465,995.5565777,132551.0772,310920,15195,132.0302772,766,2392,1728.92562,165682.9724,17010,7072,9991,25430,1625.395792,281959.6442,72125,11935,157.1455338,1964,15400,1747.11706,228649.2358,22955,8760,457.0253441,9605,15911,1881.425932,48176.61968,38800,1091,6075,4580,1543.822052,205815.048,9255,7350,188.155808,1945,9590,1818.025856,179920.5149,13925,3460,3021,12070,1874.790804,161832.863,24390,63535,5704,17824,1583.533172,165641.919,96545,1
85,37.10275148,113.1531863,1319,561,865,1447.196532,188904.2157,26915,8800,192.9027404,596,5661,1736.104075,139952.0751,23645,97.45796785,4816,249,7005,2037.980014,8210.123798,8635,250.7310028,4239,4034,23535,2028.175696,17405.31585,24430,4075,127.5783246,2484,2382,2014.235674,39757.82339,36620,203.1625368,5282,12602,8335,1796.757648,159559.4422,25320,299.6831608,464.9514612,12493,1911,1930,1954.290155,66234.00907,10260,130.7231105,1221,2280,7015,1801.542409,65497.73359,8080,1058.289202,1609,6011,3570,2040.610644,3889.999663,3910,530,375.1773049,211.3418923,2209,4106,1989.349146,51244.67506,3165,226.7579142,2382,3618,3250,2001.670769,42129.08853,4150,272.1551753,1059,4534,2790,1984.706093,59651.28638,3750,815.675798,616,6278,3580,2036.562849,9127.201357,3940,383.2722464,5771,5533,8440,2008.594787,36246.64149,12045,171445,84.54215003,3443,5186,1781.620991,222283.3246,180020,515,252.7658249,775,2756,1932.403141,103781.1045,2425,9050,567.8819025,12022,14735,1998.47637,41455.54837,26295,605,216.0429468,1068,3235,1996.42998,42470.24115,3140,7342,10539,25625,1925.246829,98712.68737,61950,2005,399.2586448,1565,15199,1990.808339,57308.10266,10040,1825,820.8123217,8895,16802,2040.771831,8704.720627,30970,1921,7834,4800,1945.045833,99779.68957,6815,9200,157.0064035,1241,9131,1912.713583,115158.1001,14280,8864,9529,19815,1853.057785,164783.1385,43100,23255,14304,19388,1929.296214,94373.02807,59175,1
22,123.2853453,83.69595064,1032,5309,8630,1018.217265,85695.447,12830,8540,253.1166796,1119,4715,1434.529223,132113.9241,22570,338.8288806,4348,879,10655,1521.61755,153869.6355,14435,128.9820121,5433,5747,63650,1503.870856,90025.79825,71025,2010,137.1431971,2582,2694,2008.890315,36596.94037,26170,77.81765259,1471,3223,6930,970.5894661,119128.1222,89070,121.9348171,113.9407809,12332,771,7950,948.3754717,91467.0282,23170,135.5309752,1453,4295,18050,1117.469529,103148.3782,26775,440.7200031,1848,6133,15025,2037.891847,5647.813594,15765,7725,167.6895528,120.9981831,1320,3483,1517.813225,341870.2053,12035,195.8506588,8206,6310,7390,1630.150203,279139.6784,29355,262.7887628,1786,7071,7120,1978.357444,64808.42912,9110,254.2113702,961,5757,3700,1965.956757,54903.72786,5445,134.7081145,2726,4116,6145,1420.312449,308736.7811,22890,56740,122.2585055,2725,6700,1745.771981,156641.1428,68625,7495,186.7901607,932,3705,1524.368121,142790.244,10130,335945,175.0855928,12139,14207,1647.983875,220375.0245,353930,2825,173.9273553,1319,4005,1701.611111,208026.6436,5165,6872,10684,26970,1218.713385,220652.9898,85685,2940,242.3039315,2453,14001,1962.273973,88014.18217,9510,35670,233.5554721,9166,14741,1411.026711,257826.523,70300,1626,6460,6675,1504.134082,230984.991,14015,7925,180.0290196,1059,7460,1641.430913,346318.7948,14330,2995,2718,20695,1735.242812,274752.943,91265,28405,8225,17409,1946.490385,110991.8676,59085,1
143,470.9572077,175.3362048,1519,7714,3990,1867.681704,91899.45257,5850,1225,248.4468633,343,4554,1914.730948,88262.28944,8770,53.52182307,4293,299,6520,2008.967025,32497.03956,7295,254.9772225,5933,4290,39615,2019.196895,32742.49108,49625,650,88.52386671,2529,2530,2034.33857,14510.86801,12745,333.7003545,2234,5422,2255,1945.929047,97989.8974,3980,242.8582274,206.4831477,12610,511,3695,1890.778078,177030.7248,7035,244.2555461,1843,3329,5155,2008.341416,51327.8427,5740,454.1299935,1527,3619,4795,2028.588113,19749.58739,5225,435,362.3981163,187.2735212,2402,2238,1932.18711,90582.58037,2840,149.618268,2016,2263,2775,1896.45045,119485.3286,3485,222.7793268,1184,5025,2875,1852.547826,137966.046,5000,153.7169686,511,3890,3115,1755.971108,185414.3651,4935,182.6577566,1668,9987,6070,1806.928336,160720.1077,9615,6190,70.96527863,1115,3381,1818.855734,259990.0618,10245,1635,132.1468594,422,1868,1799.742547,172392.0502,3480,9350,347.6669455,11939,12844,1777.450936,154646.506,22700,3255,415.737586,1529,2701,1924.690341,68795.33877,5015,6576,10449,20675,1851.104958,150923.7989,68085,3185,198.2655007,1570,10910,1840.305556,143252.6181,9665,8185,335.4778087,9199,15531,1980.595266,60772.41972,60145,963,5760,4435,1928.195039,106041.1649,6825,3665,148.0814226,1167,5255,1769.178905,265089.0601,7410,3306,3198,12225,1797.148466,223590.5436,37835,27090,6910,13330,1756.927398,122383.3538,57530,0
96,831.9131425,609.0653204,3832,11572,2570,1991.095331,56662.21854,3260,325,449.7687608,167,4774,2019.395851,34951.26249,6110,59.84867621,4135,389,4405,1954.452894,116402.5997,4830,200.4107035,4052,4192,16285,2025.153208,32555.58445,16705,785,63.69302388,2437,2549,2004.813696,42404.27345,10715,274.8106771,1630,3070,3215,1671.496112,212315.8425,12075,419.8755536,411.0600816,12651,1055,2125,1753.884706,221102.7044,3845,468.5541386,1334,3078,1785,1996.235294,45632.16312,2445,612.3546407,1373,4181,3160,1918.835443,25825.24824,3690,390,329.8598235,168.9023099,1580,2648,1760.555076,175360.9338,2705,120.4178622,1417,2383,2230,1858.473094,80170.77842,3455,405.1576531,539,4373,2650,1731.713208,125803.4385,3495,525.7050723,431,3977,2470,1527.129555,144288.6107,2945,359.8127798,1296,12336,5955,1841.630563,82865.08266,7675,7360,76.80064178,1457,3392,1732.014205,206875.1295,12640,5070,562.0117423,11970,13064,1779.866805,149130.633,19485,6830,733.4555642,11997,14227,1721.826583,160434.1701,19545,1180,148.3849795,846,2696,1857.850467,147664.6917,3855,7216,10437,21235,1756.512597,154113.8693,39155,1660,235.3750314,1380,8599,1823.554483,104720.887,8910,2085,344.5231516,9522,15552,2028.797826,23865.08872,31985,941,5652,4295,1860.275902,118538.1975,7520,4120,129.8536816,813,5875,1831.263158,128448.4439,7920,6500,6774,12540,1797.129187,177391.2736,31700,14665,5933,13275,1829.698396,111270.7425,48020,0
68,184.059179,145.582218,5377,10986,17290,1142.406883,549505.0054,21775,5115,409.6046364,2434,5783,1819.07499,265684.3005,18050,369.5137327,4802,1265,11415,1816.952694,234284.6417,15255,236.0882004,3408,3626,31305,1897.507746,185052.6873,44340,1135,74.17732838,2327,2511,2004.51058,36826.03045,13895,170.6048813,1013,4445,4520,1661.186947,349294.6144,12765,330.1161403,487.0399408,13062,1502,2375,1812.661053,105768.4935,7130,123.5091846,1935,5839,23180,942.4316221,434773.6716,26230,352.2277567,1239,3768,4980,2023.408635,21615.81394,5600,3830,169.3146649,236.3042917,1594,4642,1631.485549,181710.9858,6425,141.8387118,1453,3817,2455,1790.315682,117344.212,7065,1001.536788,5857,16465,6780,2011.594395,23084.49478,8920,113.0451972,856,6713,6420,1926.134735,101526.3861,11780,156.4470366,2010,11236,10880,1652.132813,207052.1795,60965,12865,138.3234577,1156,5136,1852.261761,216490.5057,21155,20360,144.7802437,3112,7036,1789.883789,241490.6896,30600,37875,216.9187575,11822,14666,1768.022295,192476.0609,57835,2935,95.78162222,2008,5557,1381.997409,317060.0233,6795,7342,10539,25625,1925.246829,98712.68737,61950,3625,193.1945553,2133,16093,1910.695822,122600.4218,11285,15540,298.1668256,9284,15338,1711.490165,154639.0197,56720,1282,5395,12165,1511.859433,202995.9416,21495,3105,156.711358,1042,5145,1879.372372,160384.9024,8100,5616,5354,10190,1796.268891,252462.1151,36820,335000,2386,15065,1535.488547,155439.7116,372325,1
167,323.1018168,206.1584508,2703,10615,6125,1664.402449,163816.9425,8164,995,227.6357634,425,4563,2034.180549,15324.02819,12100,146.7280025,4803,3125,7090,2029.473202,21676.38045,14255,151.610558,4121,4324,25885,2035.119181,17410.20503,26620,815,93.19157078,2445,2409,2041.181607,5189.725069,18050,255.4491175,1859,3658,1605,1517.962617,133805.8989,3360,353.844915,536.3107694,12876,936,1775,1329.608451,142368.8185,7255,476.0615326,1344,2668,4450,2020.840449,28325.57904,4870,273.5231513,918,2961,4130,1757.257869,140268.6345,6145,1960,246.1854467,283.2786478,1966,2173,1364.809756,288721.7833,4010,184.1996277,1743,2272,2115,1634.503546,198966.8079,3650,185.4921498,937,5343,3265,1815.839204,193172.187,5275,201.1043321,647,3041,3335,1406.776612,216667.3279,4945,278.4059321,3291,2925,7050,1829.973759,175177.3334,10610,7075,257.7719211,1375,3537,1506.868925,288194.4762,10470,2940,241.7397779,522,2099,1363.7151,283472.1012,4695,16095,329.4810511,12314,13084,1666.406566,226100.4202,29955,920,413.7166104,1850,5157,1834.157534,166273.6213,3110,7457,9793,36065,1868.644808,166125.7663,9206165,4730,265.5392033,1514,9161,1717.329268,197650.6676,12520,6880,175.9621527,10618,16811,2005.109023,49234.32328,24170,864,5007,4940,1682.118421,174120.4566,9690,2570,224.5470054,669,5258,1714.97306,316873.4896,7210,2954,3139,16955,1773.333235,269931.7922,35980,31090,6612,13444,1706.291549,202363.7529,66470,0
11,231.4997774,90.64948014,1434,5643,7315,1525.02324,154048.5381,9285,22340,292.6687059,1809,4734,1395.797999,108780.7753,30335,63.18096542,787,2596,2700,1225.781481,150468.6708,22255,168.5658425,4848,5073,11650,1550.299571,179734.2167,20035,25405,178.7541931,6039,1239,1047.139839,152780.0418,30375,82.55548631,7577,15562,9440,869.6800847,346785.9072,25015,79.59685989,230.2378565,13241,1082,5045,1326.099108,110320.6463,19225,108.9159868,2764,4338,6405,1104.65886,109874.384,37690,65.56010476,1667,4084,6080,1100.311678,80011.93822,19770,7885,264.7320595,168.4804261,2645,7583,1256.15016,141278.4104,14145,122.15655,2450,3288,3845,1068.192458,109373.8797,11095,159.4882613,1150,3877,4570,1205.169584,130330.5478,17215,166.6065988,785,4699,5540,729.7021661,78585.25245,8350,44.88021408,3893,3224,4315,1173.869061,144839.7824,25370,35605,81.3248962,1832,3191,1072.395161,173668.8035,39325,9815,187.8557604,1148,2793,945.1677419,111507.8944,12915,47735,105.3796811,12894,13201,1053.952847,206415.1868,84000,3095,94.14239294,1593,4143,1098.569267,184994.6922,7390,5073,5061,22045,855.2916761,126146.3096,118105,8050,143.9820833,1262,9796,574.8741809,47571.92126,19495,24385,122.9973081,7075,8216,641.0340031,223527.5924,37325,1156,5826,11265,1002.030182,230520.8193,28045,25120,69.56610533,1648,9230,1051.982824,169333.5741,35600,9400,11246,25065,1584.350489,261294.2592,48590,110560,7528,13887,912.9405251,145022.1189,182355,1
97,494.217977,203.3101056,3909,6279,5250,1894.721905,90249.79885,12535,4385,314.6717018,392,4929,1890.650685,124308.9482,10225,603.7677175,4239,226,6690,2024.123318,28989.02291,7030,222.5664174,4273,4396,16580,2029.262063,16242.09146,17030,770,49.35588101,2562,2440,2036.261492,11845.70144,15780,114.685804,1599,6212,1455,1695.154639,193905.0242,7435,294.0936554,894.436629,12481,1503,1020,1854.406863,92582.01584,3645,477.8832845,1992,3900,2460,1875.191057,50907.31716,5050,703.5188942,1257,3715,2450,2025.244898,21066.90329,2870,300,359.6474825,374.3744786,2531,2912,1558.37561,114009.2784,1325,270.50544,1447,2267,1320,1806.594697,124569.9835,2590,2160.130164,1728,3640,1200,1754.316667,80842.69972,1345,1006.511331,1050,3785,1030,1695.873786,65127.52776,1250,464.8812172,3013,2200,2895,1770.193437,104220.0835,3700,6425,229.8274671,1787,5498,1512.254929,217349.6461,13780,1575,131.3547969,458,2257,1254.403226,222082.9288,3435,6345,611.3634835,11786,12029,1606.019857,198874.4007,12640,1115,134.9687441,683,3326,1654.239011,156866.0006,2935,7403,10334,20320,1541.110974,186240.1247,39735,1780,299.7899823,1401,13336,1742.083851,124174.5271,8220,2100,684.6528955,8893,15913,1982.662516,51042.18493,17360,916,7036,3830,1788.873368,218085.6458,5995,4420,162.8569023,1218,8136,1595.930949,237945.6426,8475,5580,5796,14960,1650.958556,331347.4341,34645,16990,7164,15702,1669.002974,158183.5181,48935,0
76,333.8394495,156.7275644,2428,9491,10070,1967.197617,58974.02748,13000,3540,223.4272718,1515,4706,1872.864668,120198.1206,9045,264.5955408,4490,387,7240,1858.446823,221263.8508,12490,362.8424634,4504,4407,16210,2036.92628,9728.65496,16880,19110,86.21329379,2798,2523,1957.599319,81450.68341,48460,178.0001361,2023,4857,4360,1647.027523,136077.9236,26635,147.7379071,233.2213051,13328,1095,4290,1820.868298,161261.5363,15285,471.9415844,2788,5743,6600,1988.112121,28881.9647,7180,123.6774004,1716,3847,18385,1985.355453,59714.32864,25425,1350,98.12299323,287.4523339,1131,2558,1787.068452,201879.3911,3030,133.3774882,922,2296,1605,1850.897196,129608.0175,2655,249.8767422,474,4757,3545,1919.693935,97831.41126,4655,286.7243626,581,3501,2575,1833.219417,184246.8043,4175,619.5569259,8426,8415,8300,1956.958434,63588.28803,11480,43695,139.4747167,944,10286,1930.051927,109423.8632,70945,1205,112.4420324,455,2142,1622.747515,159246.6579,3720,25045,183.5738204,11740,12884,1723.101357,260377.9626,36095,1765,161.6173464,740,4183,1828.319565,103483.2261,4065,7342,10539,25625,1925.246829,98712.68737,61950,10900,202.579525,1495,13292,1961.260261,79918.36976,21620,35945,261.5299589,9506,15475,1848.576719,123320.6594,116825,1239,8473,10270,1834.746349,282451.8242,57300,4875,162.7984372,893,7030,1907.698522,83479.65492,9950,4748,5756,11195,1884.372041,179471.2689,49665,51380,8646,14695,1961.164856,93186.32455,85895,1
6,276.5146013,279.7254095,1837,13414,5540,1812.662455,139328.6117,11955,16020,209.8672513,891,4641,1884.133975,87980.62625,28485,281.4278246,4438,754,12155,1949.654052,106143.2999,19310,114.6368081,6714,6362,27575,1902.073436,115488.5583,38045,3920,96.83849232,3716,3656,2034.862093,13043.56077,33215,366.9806804,2635,6098,2170,1821.523041,149812.6366,14925,286.806431,480.9399376,13165,1165,2240,1921.595982,103111.397,15385,97.54371335,2091,3754,3555,1869.194093,171227.6754,12535,120.82238,1848,5579,5295,1828.443815,130449.1855,14290,7340,189.3447513,283.3269711,2423,3770,1810.330561,193390.8491,9745,250.0765285,2199,3487,2650,1884.798113,150038.7385,12115,215.7276542,1473,6630,3195,1965.419405,47111.15743,5640,394.1041483,761,2308,2850,1649.961404,151026.595,9080,275.1601178,6836,6738,7255,1864.94969,157850.3179,32950,44880,245.2382796,2874,10614,1784.781991,211866.3904,50155,2715,241.468324,1633,4821,1881.977465,163215.7629,4490,37475,255.4502064,12732,14862,1931.096581,96167.48586,52540,8095,202.7583161,1478,5009,1858.861461,198430.8196,10080,14770,10655,26755,1787.196225,242785.2663,350025,25755,115.539957,1184,12709,1895.020322,146731.2254,38795,15290,215.1346319,9786,16094,2017.793442,37823.86008,55545,1260,7041,6215,1924.631537,125438.8152,35195,40990,104.2982764,1525,9881,1836.01155,203646.8295,46185,3370,2981,25170,1823.188717,230595.2147,114590,144975,8907,17707,1927.908032,110278.7889,187490,1
27,313.6427464,152.8003078,1019,5844,3725,1483.216107,133733.858,5110,2635,52.13731128,288,5339,1971.446298,60372.73512,7430,64.89829481,4597,282,3685,2014.890095,30454.55916,4125,167.5548988,4100,4517,23220,2033.208872,14974.84182,23990,26310,111.8051492,3210,3098,1008.472426,102662.3267,58315,270.2774882,1356,4956,2465,1807.563895,207625.3169,3880,329.1948082,341.5778042,12337,904,2420,1752.987603,200292.9627,4780,194.2376636,975,2332,3455,1948.007236,74506.8726,5070,129.851009,1339,3175,12545,1787.023914,224671.8544,19065,14460,115.5189954,66.62598242,2145,2816,1740.842709,185971.3177,23615,163.2199902,2264,3034,7550,1818.703974,156292.7951,16725,77.61144435,243,2809,3910,650.112532,50567.47327,8330,220.7458992,707,6068,12425,1900.877666,117312.3054,17050,23.95048761,2174,3370,5860,1362.302048,286421.7842,49605,131320,76.85670295,834,5128,338.9728897,27604.79532,139435,13415,84.57619497,492,3148,362.90743,17805.10227,17520,22145,139.2985455,11108,11960,364.8487738,25135.48476,40495,1325,69.09232346,340,1501,493.2628205,26210.6681,3665,7211,10351,20135,1636.395083,185971.4071,64050,5685,226.6520343,1945,12867,833.1109799,126547.1813,14155,34040,162.9190487,9632,16094,1924.633771,124873.3312,102945,1281,7007,9440,1540.205508,495335.0637,26525,7340,79.44951809,878,4917,1351.286265,200293.9358,13820,2994,3003,4655,1086.358754,324465.4395,35200,49685,9284,14159,570.6865652,73010.32042,87795,1
82,396.9239372,182.373694,1222,8282,3575,1721.893706,139240.9286,4575,5230,57.97729841,751,4960,1991.421078,68837.74671,15430,90.74978429,4351,169,4480,2007.320313,41062.71102,6000,163.3056797,4377,4244,17715,1965.435789,79557.18915,25530,2905,105.5246422,2597,2595,2036.957082,12515.51318,19215,393.2819048,1314,5308,2320,1899.758621,105904.2866,7510,129.2620007,389.6851304,13062,1044,2535,1942.100592,92740.99777,10460,365.97015,1476,3258,2825,2005.906195,37608.76111,3335,269.6098916,1566,3110,5530,2028.566908,15846.47699,6305,14020,98.93003,59.35441842,1712,3097,1441.458589,227838.7084,23800,96.84215566,10112,3462,7820,1441.425831,325915.9159,32915,227.6365486,860,5274,8075,2013.575232,39996.03505,9365,448.6347852,742,2728,3960,1559.32702,243182.9474,13120,383.2722464,5771,5533,8440,2008.594787,36246.64149,12045,171445,84.54215003,3443,5186,1781.620991,222283.3246,180020,30525,260.5996558,1314,3757,1853.914505,249537.156,35730,105920,140.7576365,11332,14203,1410.796995,264415.704,135870,1795,116.8501798,0,0,0.0,0.0,1795,7342,10539,25625,1925.246829,98712.68737,61950,2005,399.2586448,1565,15199,1990.808339,57308.10266,10040,1825,820.8123217,8895,16802,2040.771831,8704.720627,30970,1921,7834,4800,1945.045833,99779.68957,6815,9200,157.0064035,1241,9131,1912.713583,115158.1001,14280,8864,9529,19815,1853.057785,164783.1385,43100,23255,14304,19388,1929.296214,94373.02807,59175,1
