,minHBint2,VR3_Dt,ECCEN,VR2_Dt,ATS7s,ATS7v,ATS7i,ATS7m,ATS7e,VABC,ATS4e,ATS4m,ATS4i,ATS4s,ATS8e,MDEC-22,ATS8s,ATS8v,SP-0,ATSC8v,ATSC8s,ATSC8m,ATSC8i,SpAD_Dt,AATS8m,AATS8v,VE3_Dt,R_TpiPCTPC,VR2_DzZ,MDEC-33,VR2_Dzs,VR2_Dzp,ATS5e,VR2_D,ATS5m,ATS5s,ATS5v,SdO,fragC,SpDiam_Dt,AATS7v,SpAD_D,ATS1m,CrippenMR,AATS6v,maxaaN,SpDiam_Dzs,SpDiam_Dzp,SpDiam_Dzm,ATSC3v,ATSC3s,ATSC3m,ATSC3i,TPC,ATSC5s,minsOm,minsOH,AATS5v,ATS8i,ATS8m,BCUTw-1h,ATS8p,ATSC2v,ATSC2s,ATS4v,ATSC2m,ATSC2i,ATS3m,WPATH,SpAbs_Dzp,SpAbs_Dzs,ATSC1v,ATSC1i,ATSC1m,MPC9,SHBa,AATSC8v,AATSC8m,EE_Dt,minsF,ATSC0v,ATSC0m,ATSC0i,ATSC7s,ATSC7v,ATSC7i,ATSC7m,SpAD_DzZ,SpAD_Dzi,SpAD_Dzv,SpDiam_D,AATS1v,SsOH,SHBint10,ATS2v,ATS2s,ATS2i,MPC10,ATSC6s,ATSC6v,ATSC6i,ATSC6m,ATSC5v,naasC,VR3_D,VR1_D,VR1_Dt,AMR,ATSC5m,ATSC5i,ATS3v,ATS3s,ATS3e,ATS3i,SHBint9,SHBint8,SHBint2,SHBint7,SHBint6,SHBint5,SHBint4,ATS0s,ATS0v,ATS0i,ATS0m,nTRing,TIC1,TIC2,TIC3,TIC4,TIC5,ATSC4i,ATSC4m,ATSC4s,ATSC4v,MPC6,nAtomP,VR3_Dzs,MPC8,VR3_Dzp,VR3_Dzi,VR1_DzZ,VR1_Dzp,VR1_Dzs,VR1_Dzi,VR1_Dzm,VR1_Dze,AATSC7m,minHBa,ALogp2,SaaN,ATS1v,ATS1i,VR2_Dzv,ATS2m,ATS5i,mindO,TopoPSA,VE3_DzZ,VE3_Dzv,ATS6s,VE3_Dzs,VE3_Dzp,ATS6v,ATS6i,ATS6m,VE3_Dzi,ATS6e,VR1_Dzv,VE3_D,WTPT-1,Class
66,0.0,25.5508,1257,12.4078,612.1944,38643.341,40366.4062,11556.5283,1838.2471,500.2142,1817.7884,13929.812,37604.1422,626.9722,1532.4624,27.0495,581.6667,34447.7082,28.3024,23.3657,-36.7492,-710.0426,33.2093,1037.1279,51.2855,171.3816,-8.4811,6.3124,13.1216,15.0123,12.1941,11.1317,1992.878,13.4705,13722.4659,689.3611,48223.7383,27.0631,569.06,698.9181,155.1941,574.8721,7555.8321,163.983,144.3076,0.0,472.3236,458.8509,370.6912,-882.3843,-13.2993,-479.625,-28.8967,2221,18.3634,0.0,0.0,179.9393,32375.8189,10308.3791,15.9959,256.9001,806.4999,5.343,46627.3641,511.4557,18.4915,13115.1238,5700,593.9269,604.0573,184.4427,-8.8538,181.1529,366,37.9273,0.1162,-3.5326,518.564,0.0,4026.324,2529.3349,115.7238,18.8383,1356.4193,-5.9867,1214.4786,484.6814,472.7383,557.6709,428.0791,273.6582,0.0,1.046,35694.6586,383.1667,22606.7488,427,-2.2788,1565.5445,43.1271,928.1569,-3716.1261,6,25.8877,552.2918,508.7218,173.2512,-1798.8207,-102.2426,42738.0812,514.4722,1522.8073,30935.8179,0.0,7.8704,0.0,0.0,3.125,0.0,0.0,264.6736,17348.1446,12310.7008,6382.5427,9,268.3219,351.7744,390.0132,404.2779,410.2779,8.579,-964.868,-29.9822,-836.5099,227,9,25.4796,326,25.1058,25.6467,537.9842,456.4012,499.9583,520.7672,538.1026,538.828,4.8774,1.846,1.6284,0.0,22713.6317,11982.5213,12.3652,11616.0718,41468.4203,13.1729,72.2,-5.2727,-3.8271,678.9167,-5.9427,-3.4115,45023.976,51147.3228,12504.1563,-5.641,2290.6313,506.9712,-5.8169,85.5873,0
36,0.0,25.9504,1337,13.678,612.1111,36626.8372,29910.6002,12445.9912,1454.0626,492.2506,1425.8891,12851.8818,28955.1868,634.7778,1433.8608,29.7126,673.8889,34217.7379,28.5095,-889.1924,-68.2571,-1107.3169,-1.0167,1118.236,63.5604,188.0095,-5.1773,6.3906,12.9573,11.3926,13.2289,16.7864,1436.6058,16.8123,12854.9288,639.8889,36790.248,38.752,476.09,797.3415,194.8236,598.5296,7510.1799,159.349,206.2687,0.0,395.6769,513.0806,350.0225,-195.1461,17.4958,206.2376,-15.6019,1945,-29.7472,12.0908,0.0,199.947,29079.2832,11568.0016,15.998,241.3955,67.5564,29.5079,36541.1066,165.476,-6.4425,12732.0558,5902,685.7098,520.3786,6.6953,-3.8261,171.0355,325,43.7746,-4.8857,-6.0842,559.118,0.0,3315.8839,2271.1162,107.1296,-21.6017,-78.4048,0.6837,-165.9488,467.2295,446.2759,608.2967,444.3773,284.174,0.0,0.0,30978.1011,427.3889,18762.0535,373,58.4602,-487.7326,-21.6803,110.9854,606.1628,8,26.7963,689.3046,560.798,168.3308,114.7726,28.5491,36431.2858,530.9444,1277.3631,25735.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.5556,16473.9359,10848.2015,6648.7378,7,221.1388,280.0732,340.0732,375.1926,381.1926,-24.1831,-137.3285,-19.3077,-470.807,195,27,25.8135,277,26.79,25.7246,531.2486,688.2423,542.3834,530.7517,531.2605,531.3266,-0.8827,1.1423,10.7696,0.0,20744.7055,10615.296,14.6491,11032.63,29339.1979,12.0908,99.36,-3.0149,-3.5736,647.0,-2.1904,-3.8915,37128.3707,28134.2767,12916.4856,-2.9501,1389.2716,600.6114,-4.049,85.0547,0
82,0.0,23.3828,1118,18.3881,409.5679,31450.3462,33708.2551,9342.8208,1532.2504,437.3546,1383.6943,10938.2733,29050.5028,415.8786,1407.5131,20.9494,343.0226,25405.9472,24.8108,2075.2869,5.4356,1298.9326,27.1437,1013.3811,35.9953,130.2869,-6.8881,10.6539,13.155,11.1965,10.4633,11.0288,1502.5156,12.0028,10887.9018,449.7984,35815.241,0.0,421.06,725.5156,149.7636,493.4162,6875.2129,146.964,176.541,4.9698,344.779,404.5497,290.5315,-435.9955,-1.2695,-636.5017,17.8466,1734,-5.0162,0.0,0.0,178.1853,32428.3921,7019.0928,34.9689,212.2457,831.0216,5.1046,35319.7988,581.5628,15.1099,11375.8492,4294,505.6838,435.0322,-3.8828,-15.3568,176.7862,283,5.9427,10.6425,6.6612,506.6906,0.0,3489.2057,2867.7464,102.5888,-5.421,-1462.1261,-51.7967,156.2716,371.9436,359.0228,465.1189,377.1878,275.169,0.0,0.0,29496.4978,314.2716,19248.1093,312,-17.1717,-2550.3536,-32.7086,-1645.7576,350.9143,8,21.8472,432.1015,661.9721,158.4002,-171.2014,32.1745,34598.6667,388.1296,1213.0271,24870.8676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.6164,15358.5612,10575.72,6596.0883,8,217.357,279.9824,333.0557,352.6653,358.6653,-62.0584,-575.1018,4.0915,-1247.9656,178,16,21.353,250,21.5425,21.8549,473.5811,397.0372,376.6801,433.0342,473.5622,485.9333,0.7442,0.8746,18.7766,9.9036,19536.996,10301.4195,11.8456,10358.1521,32514.4012,0.0,36.67,-4.9718,-5.6118,441.0967,-4.3348,-5.7385,35484.7318,31752.3036,10168.7772,-5.0997,1494.8019,426.4413,-8.2244,75.2295,0
22,0.0,27.5547,744,128.1772,324.6667,23306.0849,15014.827,7467.3108,758.0014,343.279,1018.8472,12432.0565,19346.649,485.4444,662.1036,17.3233,302.8889,20477.561,21.8442,-79.4573,25.4101,-20.741,5.696,1727.7241,73.3757,232.6996,-20.9289,22.5548,30.6531,32.2072,60.4379,10.1169,999.8275,16.1229,11164.7971,475.0,32446.9947,27.1083,544.04,918.4163,233.0608,331.3797,6155.7336,134.6085,229.7926,4.9893,179.637,197.709,165.2975,397.82,4.5394,488.6831,-13.2375,3797,-9.2058,0.0,0.0,251.5271,13101.4749,6457.0619,15.9959,146.6956,-166.2706,-2.9214,35126.8488,20.7328,-2.5801,11937.9474,2656,274.5527,254.0498,96.523,-3.0598,82.0642,805,28.8447,-0.9029,-0.2357,709.7827,0.0,2127.478,1305.2319,67.9042,-2.2943,-151.0211,8.5306,-164.1769,231.4698,227.7126,258.9886,241.7471,329.4978,0.0,0.0,28440.0205,299.8889,12768.7479,1004,-32.0097,-121.2286,22.0131,-586.0115,-942.7358,7,20.7133,532.0555,4229.8486,139.5823,-546.1569,-32.2218,34281.8714,405.4444,931.1153,17654.9064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.6667,13636.5725,7059.2662,5102.2125,54,119.2405,166.1531,216.7011,252.3108,261.0657,-9.4502,-61.5738,-3.0439,-157.3067,314,33,25.0738,602,19.1754,23.298,1011.5537,333.8589,1994.4512,1164.4619,999.6589,935.2668,-1.6418,1.7364,5.607,4.9893,17792.8813,7452.9077,10.6492,9870.9212,19174.6974,13.3229,51.96,-17.977,-7.9398,411.8889,-14.1241,-7.091,27804.9011,18466.8288,9037.0241,-13.5431,933.8034,351.4222,-17.4194,71.4817,0
93,0.0,32.902,1118,93.3748,526.8889,32981.6745,21340.0837,10934.9642,1085.3981,419.1301,1271.1426,16088.3922,24218.2584,607.1111,910.0733,19.8511,346.8889,27681.9598,26.2749,-584.129,-6.0779,-103.1659,-33.5786,2554.8354,70.5538,226.9013,-139.5377,11.8077,15.9414,39.0985,16.5265,19.6561,1280.3681,14.6391,14533.7461,586.4444,42139.5587,0.0,841.06,1360.1456,233.9126,475.7792,7598.1946,0.0,243.6895,0.0,278.1644,329.1358,265.5737,517.8468,2.3705,586.5378,-25.407,5269,-25.4688,0.0,0.0,256.9485,18158.6572,8607.5691,15.9959,200.3727,-229.0329,-1.159,43946.5838,76.0156,-3.8107,15358.8499,4604,450.4428,379.8187,66.8894,-10.6182,107.7862,1160,0.0,-4.7879,-0.8456,709.7827,0.0,2451.6508,1527.1546,87.0068,17.1708,-74.9313,56.1347,-231.9017,354.0862,344.0974,418.6662,355.2253,328.0227,0.0,0.0,34280.7006,367.3333,15670.2297,1490,-10.0179,-571.3816,-19.3526,-332.391,-594.1284,0,25.4903,585.5641,3734.9915,0.0,-897.6771,16.2178,42479.3337,500.4444,1158.3668,22034.0282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,16302.9528,8485.5534,6217.9573,0,149.9926,201.2119,249.2119,269.2119,269.2119,-16.8249,-77.9464,6.7769,-218.1739,414,40,25.9754,822,26.6691,25.7291,637.6571,786.242,661.0584,621.585,637.7279,638.1718,-1.6447,0.0,0.0,0.0,21321.474,9084.6219,18.4433,12334.995,24686.662,0.0,0.0,-30.1696,-23.7793,544.0,-18.3178,-22.824,37528.1833,22980.4666,12640.2052,-35.4799,1182.8668,737.7307,-139.46,87.3237,1
65,0.0,24.7095,1138,17.5473,508.4537,31124.7125,28755.4765,10993.505,1362.4718,451.9338,1499.3567,13457.9122,31027.8732,604.8148,1232.7221,16.4945,486.0463,28942.503,26.6037,151.0306,-41.8719,-1283.1553,41.9148,1078.7978,61.2548,183.1804,-17.6229,10.9708,13.3477,10.7825,9.5329,11.4313,1505.4572,52.2365,12553.372,527.0123,35682.8881,27.6476,443.09,758.4895,176.845,511.6796,8153.0919,144.502,171.4215,4.9489,580.9637,380.8286,266.1522,-672.5539,23.0104,204.1083,-32.251,2088,3.4709,0.0,0.0,179.311,25781.3397,9678.2629,31.9721,212.7328,1068.1224,32.3817,37156.6701,1129.9316,16.2058,13811.5548,4674,499.3027,737.3851,23.0501,-10.1758,592.0959,363,32.314,0.9559,-8.1212,539.0889,0.0,3485.6824,2852.1311,111.3985,-20.1473,83.0174,4.6999,-843.6485,355.4344,383.0897,472.3259,375.7804,276.6503,0.0,0.0,30635.3469,400.9753,19907.7265,437,-1.581,374.0409,-14.778,107.3375,-260.3503,8,28.8548,1984.9856,666.799,159.4598,280.15,-32.6998,36246.9816,496.929,1257.1275,25130.0266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.6606,15703.9463,10970.2386,6931.0973,9,231.0703,287.7086,332.9279,366.9279,372.9279,-28.7198,24.546,23.3868,-837.0633,203,23,22.3909,303,23.081,25.443,507.2115,434.3906,362.2495,808.775,507.3501,538.6108,-4.7935,2.2543,16.1082,13.4195,20195.469,10628.5313,11.7043,11860.5692,31836.5586,13.8238,92.08,-2.1194,-2.8595,531.6759,-0.582,-2.1237,33598.6129,31942.1677,11932.3956,-6.0551,1496.6312,444.7623,-6.1957,78.8021,0
98,0.0,65.6228,1691,68191.5442,613.5556,32486.7895,20386.3183,11583.7729,1059.3394,494.8352,1306.8489,13602.3607,25213.0956,753.3333,1017.6571,0.0,546.7778,29728.5827,30.1118,-279.5001,-42.1596,-552.2836,0.1444,1431.2722,79.9225,230.4541,-153.2399,8.9222,68191.0886,25.7711,68191.0066,68192.0291,1213.8938,68191.3884,12016.4352,624.4444,34521.7511,67.0027,709.07,987.4551,238.8735,709.9292,7982.955,170.362,242.6774,0.0,476.1882,502.1338,428.6471,-367.6432,1.878,208.1631,-31.4971,2587,-73.775,0.0,0.0,224.1672,19594.3276,10309.9975,15.999,202.682,-403.7173,-1.8692,38048.8472,-22.5286,-7.1461,14301.1372,7535,658.1256,604.9793,91.197,-6.0776,90.2051,456,69.2376,-2.1667,-4.2813,709.7827,0.0,2924.6015,1907.7747,92.3514,48.3481,116.9585,-6.832,349.5634,549.0153,538.4063,619.7748,545.1801,319.3679,0.0,0.0,34879.2537,425.0,16626.7999,516,21.9592,201.1387,15.4032,175.4518,361.6291,8,65.6228,3000421.091,3000427.945,181.664,-301.8128,12.9578,40270.6061,599.3333,1207.0808,22944.8095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.2222,17860.3825,9739.4808,7030.3259,12,154.294,212.3422,286.7807,320.0,342.0,-22.6926,-334.4344,27.0111,-730.9691,248,44,65.6227,391,65.6228,65.6227,3000407.896,3000449.281,3000404.291,3000403.242,3000407.917,3000408.045,2.5703,1.1175,8.1499,0.0,22675.1182,9882.8918,68191.7317,12391.1472,23636.7479,13.2558,91.83,-158.0738,-147.6585,619.0,-152.4924,-151.0912,33004.1258,20512.3979,11946.2008,-151.2959,1071.287,3000436.193,-167.7416,92.6612,1
11,0.0,23.6676,1090,11.0791,483.6111,34939.8564,26702.5724,11663.364,1287.9035,410.5281,1197.5904,13028.9638,24047.4328,466.8889,1148.0792,20.6942,414.0556,31628.8137,25.9237,-603.1516,-7.2971,-577.9517,-8.2996,1367.4529,64.9306,208.0843,-7.3451,15.5239,16.6259,22.4804,18.7732,18.5219,1226.0015,13.3327,13865.0249,498.8333,37133.0788,0.0,634.08,870.7632,209.2207,487.3616,7377.7495,153.72,228.7604,5.0739,288.458,303.8712,245.0061,-87.3741,0.814,272.8877,-31.4092,3075,3.6296,0.0,0.0,238.0326,23620.8225,9869.4572,15.9949,230.2406,-107.4736,1.4797,35706.4044,175.128,-1.5884,12313.3354,4573,434.4207,404.2935,-4.852,-7.2545,174.2382,604,8.3582,-3.9681,-3.8023,682.1972,0.0,2825.6008,1829.297,103.1936,-7.9747,-47.3104,37.0933,-605.555,341.7611,335.0996,396.1237,349.1484,299.3909,0.0,0.0,30355.3651,355.1667,16591.9954,732,-0.3713,-799.1263,29.317,-670.6787,-98.1564,9,24.3898,519.9769,432.0866,161.1013,150.8196,-55.9965,34359.9375,415.4444,1080.2829,21323.3043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.3611,15701.3726,9478.0275,6122.8654,15,205.3589,270.8458,320.1488,343.6585,345.6585,-0.0476,56.3767,-0.6557,187.6007,270,31,25.7244,480,25.6718,24.8786,648.4113,722.3556,732.1563,589.4073,649.2504,647.5322,-3.6261,1.8415,2.2557,23.9627,20059.1879,9712.4709,29.3766,11148.1343,24286.1481,0.0,82.5,-11.0342,-14.1218,528.0,-19.1925,-9.5702,37287.9444,25878.8938,13634.8646,-11.5899,1287.2815,1145.6859,-7.7363,83.3567,0
68,0.0,51.6864,902,117655.6211,354.8889,24914.2604,17475.7197,7295.8558,872.1727,399.0663,1127.3064,10236.577,22233.5589,474.0,815.5305,26.4264,318.7778,23345.5401,22.8108,-1087.5969,-2.3333,-501.1676,-30.1791,1044.5084,61.8417,212.2322,-124.1464,10.5078,117654.7768,22.132,24.7289,117654.7704,1098.9068,117654.5154,8679.9822,452.5556,29311.6804,27.2265,478.02,741.052,214.7781,414.116,6132.7205,139.0405,203.3473,0.0,270.5621,253.1354,250.771,-74.2506,14.1111,188.6626,-10.7231,1921,-11.3333,0.0,0.0,199.3992,16331.7209,6802.5898,15.9959,172.9599,18.7628,-0.5556,33554.3906,46.4124,-0.9113,10551.4775,3433,330.1197,351.0596,223.5634,6.0332,104.8434,316,27.2265,-9.8872,-4.5561,522.2542,0.0,2935.1088,1716.7225,75.0803,-29.5556,-23.4992,13.5707,-439.0436,323.2999,323.561,326.0319,316.5619,310.0533,0.0,0.0,30100.6106,302.7778,15190.92,353,20.6667,799.4573,16.8304,582.729,-914.3385,8,51.6864,4000253.522,4000291.116,149.6542,-462.9971,-25.0409,34402.7828,415.7778,1073.1044,21212.5504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.8889,14669.1648,8496.5103,5150.7413,15,150.6059,191.6442,234.9472,261.2119,269.2119,-22.0014,-493.0484,-8.2222,-871.0883,197,30,22.8967,290,51.6864,51.6864,4000262.412,4000262.193,840.7836,4000262.399,4000262.412,4000262.412,-3.7849,13.6133,11.9453,0.0,19223.3068,8493.5682,117654.7737,9384.2229,22254.572,13.6133,34.14,-118.6743,-119.433,419.5556,-15.9918,-120.6457,26028.4487,19561.9012,8115.8607,-123.0024,956.1492,4000262.304,-116.9104,72.33,0
97,0.0,56.2471,1354,108119.0171,337.6111,24282.3953,20042.6192,8141.0874,995.1972,401.5842,1478.1027,10369.2993,30177.4941,513.7778,1051.668,22.9463,344.3611,22849.4407,24.3988,255.7092,-18.726,-551.0774,20.3833,1230.8392,54.2259,170.5182,-129.4541,10.4674,165.1813,12.2435,156.0662,127.0253,991.4256,108116.5619,8523.4484,328.1111,27180.6293,0.0,604.06,854.8714,186.7877,558.0958,7212.9899,137.607,178.4202,0.0,389.5631,518.5503,344.9107,-1846.8769,7.9896,-445.2421,-72.6913,2199,-11.6257,0.0,0.0,209.0818,21427.6666,7266.2743,16.0022,163.6461,209.0814,-6.3924,31532.4133,-160.6504,15.2389,12143.9317,4998,638.921,478.6267,65.7688,-7.0074,202.6875,376,36.7271,1.9083,-4.1125,615.4196,0.0,3047.8468,2055.6133,83.6297,7.9415,-905.3811,-46.7888,45.8305,429.456,440.684,528.2573,439.679,293.2202,0.0,0.0,31073.7548,373.0556,17691.0637,454,16.6355,219.8144,-0.8236,643.1219,-1722.8457,2,56.247,4000312.789,4000403.634,151.3523,-864.4577,-47.4128,34713.8095,445.2222,1215.1418,23222.7794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.3958,15173.3785,9481.3564,6032.3813,14,183.9498,222.472,265.775,277.775,277.775,92.9602,-232.5653,-14.0995,1920.4976,216,13,32.0464,326,31.2846,33.027,6111.7092,4699.9357,5774.4488,7526.8022,6122.2071,6133.2715,0.3525,5.9515,2.7862,0.0,19938.9737,9572.4805,167.9175,11168.8951,19460.5948,0.0,63.2,-28.1863,-27.5252,375.2778,-23.0245,-24.7087,26227.7729,23034.6186,8681.9431,-29.6885,1120.6805,6212.9474,-126.6557,79.4495,1
6,0.0,65.6228,1569,68191.6595,627.7778,32613.7736,21714.282,11010.7193,1121.9196,494.8352,1314.9673,14469.4568,25154.3014,755.1111,994.9338,0.0,473.4444,28322.6368,30.1118,-569.0455,-27.9513,-502.1511,-10.8132,1444.772,71.9938,219.5553,-154.141,8.7614,68190.8982,27.6389,361.4817,68191.8118,1279.4042,68191.1379,13614.8461,680.6667,38603.732,67.5315,709.07,997.6757,226.4845,681.2036,7982.955,170.362,234.8125,0.0,468.2503,488.1644,414.8763,-66.8606,4.7391,494.2191,-35.8725,2643,-58.8366,0.0,0.0,238.2946,19581.4442,9287.1942,15.999,199.4054,-403.7173,-3.2026,39808.2807,-22.5286,-7.1461,14587.1932,7263,639.2918,595.8203,91.197,-6.0776,90.2051,462,69.8148,-4.4112,-3.8926,709.7827,0.0,2924.6015,1907.7747,92.3514,8.0226,-420.6267,-7.4117,-425.0906,530.0068,519.3931,600.8708,524.3238,319.3679,0.0,0.0,34879.2537,423.6667,16626.7999,522,15.2878,0.1913,9.853,7.6148,57.3609,8,65.6227,3000410.069,3000433.019,181.664,-408.73,15.5445,40571.3887,596.8889,1207.2662,22940.4341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.2222,17860.3825,9739.4808,7030.3259,12,154.294,210.8324,285.2709,332.0,354.0,-12.6109,-326.2739,19.5041,-500.8663,258,44,42.5674,399,65.6228,65.6227,3000399.52,3000439.721,15905.1935,3000395.061,3000399.54,3000399.663,-2.952,1.1417,8.1499,0.0,22675.1182,9882.8918,68191.5211,12391.1472,24553.5613,13.3728,91.83,-149.241,-149.8757,733.4444,-27.5292,-151.5105,36630.7465,23552.1476,13114.8099,-153.7582,1229.9834,3000426.929,-150.4416,92.6743,0
27,6.0457,21.8238,987,8.2113,441.6111,27865.9824,17997.2786,9800.2815,922.6819,391.5935,1211.3413,14525.326,22986.1715,673.0556,891.9584,18.0376,589.1111,25889.0035,25.706,4.6296,93.5082,330.2268,1.3824,1593.6325,88.2524,231.1518,-9.6258,20.6506,12.6003,29.5744,15.7636,70.5016,1211.418,40.8612,12872.2341,647.2222,35373.6876,54.2353,619.07,1064.4589,234.1679,447.4695,7071.0019,143.9222,221.5928,0.0,257.2229,310.2949,234.4927,186.3117,-4.3077,384.4567,-25.8282,3254,-48.3933,0.0,0.0,232.7216,17210.096,9884.2677,15.998,174.8646,-274.7086,2.0037,38465.4596,43.9203,0.6344,13942.67,4140,418.9478,342.0768,106.7846,-5.2494,69.227,644,58.237,0.0413,2.9485,709.7827,0.0,2378.0488,1572.8234,82.4032,-21.4609,153.6226,-15.4708,217.8811,312.3799,302.6395,381.8403,332.3771,320.7061,0.0,0.0,30853.1014,371.6111,14619.3347,752,-28.4054,-26.8466,40.1771,-512.3455,-869.8937,3,27.9215,1552.7247,312.0307,148.3432,-769.5951,-29.8709,37960.8546,518.9444,1092.9034,20683.6105,0.0,12.5105,6.0457,0.0,0.5132,0.0,6.3452,330.6944,15221.8695,8264.8328,6100.9049,25,149.5572,198.8764,259.4797,298.7639,308.7639,-11.1289,-115.3375,13.493,-468.8452,299,38,24.3021,501,29.9942,23.293,478.8129,2679.0593,599.0169,459.3192,478.9096,479.5176,1.8309,1.1177,2.5741,0.0,19563.0742,8601.333,65.0347,11288.5217,23267.9455,13.1675,91.72,-5.3668,-5.5184,580.7222,-5.2507,-5.5489,30136.6198,21147.7157,10686.4241,-5.336,1081.7126,2471.3183,-10.0669,81.1234,0
85,0.5839,28.4355,1270,20.7529,635.0,39974.435,28519.1835,13589.9532,1419.2376,491.7295,1356.9992,13842.2349,27368.8706,595.1667,1445.1665,18.2811,633.1111,39377.7049,28.9571,-534.462,11.0331,84.6633,-56.4115,1282.625,70.6692,208.3476,-8.4659,8.0746,20.0925,22.5411,21.1275,17.2,1434.3271,39.7235,13236.0429,616.6111,38159.1557,27.5086,582.08,824.7327,222.0802,578.6991,7672.9092,167.5747,215.755,4.6713,321.2757,463.8624,306.9168,-281.8575,-17.9425,-316.3223,-19.6272,2472,-55.4783,0.0,0.0,209.6657,29279.6489,13356.4733,15.9959,279.218,346.0874,17.9666,38031.7499,667.7365,16.6201,13203.4476,5832,639.5661,450.962,31.9772,-19.8325,140.2407,441,34.0263,-2.8278,0.448,641.3125,0.0,3329.9677,2161.9132,110.9389,-48.6814,-398.278,46.4855,-1363.2575,430.4919,406.4694,573.2036,410.3968,291.9936,0.0,0.0,32137.1278,406.5556,18469.059,533,81.6996,804.0081,-7.2815,1308.4389,-134.2305,5,31.1624,1668.3866,871.6207,177.3221,-970.5667,16.7651,37815.5835,499.1667,1217.8838,24165.827,0.0,0.0,0.5839,0.0,5.3521,0.0,4.8597,282.9167,17100.4186,10757.21,6620.5101,10,230.2987,285.9084,350.173,367.6828,381.6828,-39.1786,496.9333,36.4262,-903.1624,237,39,28.5106,375,27.6468,28.8398,843.8835,722.3991,887.3559,959.7043,843.6327,842.042,-7.5737,1.4854,3.5303,9.3427,21607.5268,10681.0274,17.473,11675.1964,29254.8419,13.7106,90.79,-20.4442,-15.4381,679.8333,-12.2617,-14.9184,38620.1482,28146.2943,14384.0236,-26.0347,1387.0952,733.866,-16.3882,87.9668,1
148,5.0375,30.7149,1333,67.495,486.3565,28482.5936,23762.2479,10793.1475,1171.2805,484.3559,1518.1586,13124.6801,31078.3504,682.7994,1194.7915,15.9161,647.2315,27493.4273,27.8966,-42.6598,26.6618,-1008.0286,-14.5796,1062.1069,69.1949,183.2895,-7.6468,3.3873,15.7503,11.5487,11.3903,28.044,1374.951,23.3878,12425.1244,732.8827,32497.1601,75.2193,367.12,749.1166,189.884,606.088,8264.3868,134.1382,179.3751,0.0,612.5343,452.4641,343.369,-1023.9311,-5.8539,-559.0734,-35.3234,1753,-13.9683,0.0,9.254,187.8449,23951.9558,10379.2328,31.9721,198.2144,-59.6563,70.225,34802.3691,269.6914,-0.0163,13394.1976,5638,608.5801,767.0117,127.4535,-14.3747,445.8641,288,92.8784,-0.2844,-6.7202,531.0535,0.0,3130.8143,2862.1844,101.5247,-49.8443,-260.6804,0.6601,-170.3913,449.7211,480.0037,576.3193,461.1628,282.4356,9.254,0.9951,29589.357,497.8549,18427.8931,337,7.1819,98.1376,20.447,-111.273,-724.5128,4,26.5815,912.1227,2632.3067,148.1368,-243.6917,-31.3247,35398.0169,597.6327,1334.7435,26489.7703,12.3104,4.3121,22.5564,0.653,24.1771,0.0,0.0,460.9384,15327.9031,10481.7556,7525.9527,8,254.1547,321.2151,363.9441,376.699,376.699,16.9044,-302.3392,-64.9496,357.6041,172,20,23.7757,253,27.2896,27.3511,614.2624,1093.7165,444.2227,1111.0908,614.0801,757.4357,-1.1359,1.5966,4.0877,0.0,19488.0593,10061.1821,21.2957,11869.615,27456.2844,11.2056,161.57,-6.9388,-15.336,653.9877,-2.0345,-10.7643,29596.8937,26525.9961,11098.3752,-12.2404,1301.3509,830.5331,-9.3638,79.7413,0
